website,time,link,title,summary
SEC,2020-08-25T16:10:00Z,https://www.sec.gov/news/press-release/2020-190,SEC Charges Super Micro and Former CFO in Connection with Widespread Accounting Violations,"According to the SEC’s orders, Super Micro executives, including Hideshima, pushed employees to maximize end-of-quarter revenue, yet failed to devise and maintain sufficient internal accounting controls to accurately record revenue.
The orders also find that Super Micro misused its cooperative marketing program, which entitles customers to reimbursement for a portion of cooperative marketing costs.
According to the orders, Super Micro improperly reduced the liabilities accrued for the program in order to avoid recognizing a variety of expenses unrelated to marketing, including for Christmas gifts and to store goods.
""The SEC will continue to hold executives accountable when they exploit insufficient internal controls.""
Liang consented, without admitting or denying the findings, to reimburse Super Micro $2.1 million in stock sale profits."
SEC,2020-08-21T16:00:00Z,https://www.sec.gov/news/press-release/2020-189,SEC Proposes Data Security Enhancements to the CAT NMS Plan,"FOR IMMEDIATE RELEASE2020-189The Securities and Exchange Commission today proposed amendments to the national market system plan governing the Consolidated Audit Trail (the “CAT NMS Plan”) to bolster the Consolidated Audit Trail’s (“CAT”) data security.
While the CAT NMS Plan currently sets forth a number of requirements regarding the security and confidentiality of CAT data, the proposed amendments to the CAT NMS Plan are the latest SEC action to limit the scope of sensitive information required to be collected by CAT and enhance the security of the CAT and the protections afforded to CAT data.
“Data security is an essential pillar of the CAT,” said SEC Chairman Jay Clayton.
The proposed amendments would also enhance logging requirements by requiring logging of extraction of CAT data.
Participants’ Data Confidentiality Policies and Regulator Access to CAT DataThe proposed amendments would require the Participants to establish, maintain, enforce and publish identical written data confidentiality policies."
SEC,2020-08-19T16:50:00Z,https://www.sec.gov/news/press-release/2020-188,"SEC Adopts Requirements to Ensure Public Notice, Comment, and Approval Prior to Effectiveness of NMS Plan Fees","The new procedures require public notice of any proposed NMS plan fee amendment, an opportunity for public comment, and Commission approval by order before a new or changed fee can be charged.
“NMS plan fees affect a wide variety of investors and market participants,” said Chairman Jay Clayton.
The amended procedures also require email filing of NMS plans and plan amendments.
# # #FACT SHEETRescission of Effective-Upon-Filing Procedure for NMS Plan Fee Amendments and Adoption of New Procedures for Proposed New NMS Plans and NMS Plan AmendmentsAug.19, 2020Rule 608(b)(3)(i) allowed an NMS plan fee amendment to become effective upon filing.
Lastly, the Commission has modified Rule 608(a)(1) to require plan participants to file by email any proposed NMS plan or plan amendment and other information required by Rule 608(a)."
SEC,2020-08-19T13:27:00Z,https://www.sec.gov/news/press-release/2020-187,Richard R. Best Named Director of SEC's New York Regional Office,"FOR IMMEDIATE RELEASE2020-187The Securities and Exchange Commission today announced that Richard R. Best has been named Director of the New York Regional Office.
Mr. Best joined the SEC in June 2015 as the Regional Director of the SEC's Salt Lake Office, and in 2018, he was named Regional Director of its Atlanta Office.
The New York Regional Office is responsible for the largest concentration of SEC-registered financial institutions, including more than 4,000 investment banks, investment advisers, broker-dealers, mutual funds, and hedge funds.
I look forward to the many successes his leadership and investor-first focus will bring to the New York Regional Office.""
Mr. Best said, ""I am excited and honored to join the New York Regional Office."
SEC,2020-08-19T13:25:00Z,https://www.sec.gov/news/press-release/2020-186,SEC Names Marc P. Berger as Deputy Director of Enforcement,"FOR IMMEDIATE RELEASE2020-186The Securities and Exchange Commission today announced that Marc P. Berger, currently Director of the SEC’s New York Regional Office, has been named Deputy Director of the Division of Enforcement.
“Marc has been a dynamic and extremely effective leader of the SEC’s largest regional office,” said Chairman Jay Clayton.
The New York Regional Office is responsible for the largest concentration of SEC-registered financial institutions including more than 4,000 investment banks, investment advisers, broker-dealers, mutual funds, and hedge funds.
A former federal prosecutor, Mr. Berger became an Assistant U.S. Attorney in the Southern District of New York (SDNY) in 2002.
He served as a law clerk for the Honorable Richard M. Berman of the U.S. District Court for the Southern District of New York."
SEC,2020-08-18T09:30:20Z,https://www.sec.gov/news/press-release/2020-185,SEC Names Diana Stoltzfus as Deputy Chief Accountant,"FOR IMMEDIATE RELEASE2020-185The Securities and Exchange Commission today announced the appointment of Diana Stoltzfus as a Deputy Chief Accountant (Professional Practice Group) in the agency's Office of the Chief Accountant (OCA).
Ms. Stoltzfus joins the SEC from PricewaterhouseCoopers LLP, where she was a partner in the firm's assurance practice.
""I am very excited that Diana has agreed to join OCA to oversee PPG,"" said SEC Chief Accountant Sagar Teotia.
We are looking forward to Diana joining us and building on the hard work and prior successes of PPG.”“I am honored and thrilled for the opportunity to work at the SEC.
I am particularly excited to serve and work with the very talented and dedicated staff in OCA."
SEC,2020-08-17T11:15:00Z,https://www.sec.gov/news/press-release/2020-184,Caroline A. Crenshaw and Hester M. Peirce Sworn-In As SEC Commissioners,"FOR IMMEDIATE RELEASE2020-184The Securities and Exchange Commission today announced that Caroline A. Crenshaw and Hester M. Peirce have been sworn into office as SEC commissioners.
""On behalf of all my colleagues, I am pleased to congratulate Caroline and Hester on being sworn in as SEC commissioners,"" said SEC Chairman Jay Clayton.
""It is an honor to serve as an SEC commissioner,"" said Commissioner Crenshaw.
Previously, Commissioner Peirce served as counsel to SEC Commissioner Paul S. Atkins.
Commissioner Peirce earned her bachelor's degree in Economics from Case Western Reserve University and her law degree from Yale Law School."
SEC,2020-08-13T17:30:13Z,https://www.sec.gov/news/press-release/2020-183,SEC Charges Hertz’s Former CEO With Aiding and Abetting Company’s Financial Reporting and Disclosure Violations,"FOR IMMEDIATE RELEASE2020-183The Securities and Exchange Commission today charged former Hertz CEO and Chairman Mark Frissora with aiding and abetting the company in its filing of inaccurate financial statements and disclosures.
Frissora has agreed to settle the charges and repay Hertz nearly $2 million in incentive-based compensation.
The SEC’s complaint alleges that as Hertz’s financial results fell short of its forecasts throughout 2013, Frissora pressured subordinates to “find money,” principally by re-analyzing reserve accounts, causing Hertz’s staff to make accounting changes that rendered the company’s financial reports materially inaccurate.
In addition, the complaint alleges that Frissora approved Hertz’s reaffirming its earnings guidance in November 2013, despite Hertz’s internal calculations that projected lower earnings per share figures.
Hertz revised its financial results in 2014 and restated them in July 2015, reducing its previously reported pretax income by $235 million."
SEC,2020-08-13T17:00:38Z,https://www.sec.gov/news/press-release/2020-182,"Advisory Firm Settles Charges of Defrauding Investors, Agrees to Refund Allegedly Ill-Gotten Gains to Harmed Clients","The settlement includes a distribution of money to harmed clients of the Fresno, California-based investment advisory firm.
According to the SEC’s order, SCF engaged in several practices that violated its fiduciary duty to its clients.
The order finds that as a result, some SCF clients received lower performance on these investments than they would have otherwise received.
As stated in the order, SCF failed to disclose these practices or related conflicts of interest to its clients.
SCF has agreed to a cease-and-desist order, to be censured, and to distribute the funds to harmed investors."
SEC,2020-08-13T16:15:00Z,https://www.sec.gov/news/press-release/2020-181,SEC Charges Issuer and CEO With Misrepresenting Platform Technology in Fraudulent ICO,"FOR IMMEDIATE RELEASE2020-181The Securities and Exchange Commission today announced charges against Virginia-based Boon.Tech and its chief executive officer Rajesh Pavithran for fraud and registration violations in connection with a $5 million initial coin offering (ICO) of digital asset securities.
The order finds that the Boon Coins were offered and sold as investment contracts and were therefore securities, and that Boon.Tech and Pavithran failed to register the offering.
“Investors are entitled to truthful disclosures from issuers of securities, whether digital or otherwise,” said Kristina Littman, Chief of the SEC Enforcement Division’s Cyber Unit.
Without admitting or denying the SEC’s findings, Boon.Tech and Pavithran agreed to settle the charges by consenting to the issuance of the order, which requires Boon.Tech to disgorge the $5 million raised in the ICO plus prejudgment interest of $600,334.
Further, the order requires Pavithran to pay a penalty of $150,000 and bars him from serving as an officer or director of a public company."
SEC,2020-08-12T14:30:00Z,https://www.sec.gov/news/press-release/2020-180,Deputy Chief Accountant Marc Panucci to Leave SEC,"FOR IMMEDIATE RELEASE2020-180The Securities and Exchange Commission today announced that Marc Panucci, Deputy Chief Accountant, plans to leave the agency later this month.
Since he was appointed Deputy Chief Accountant in 2016, Mr. Panucci has managed and led the activities of the Office of the Chief Accountant’s (OCA) Professional Practice Group (PPG).
“I have worked closely with Marc on various efforts to modernize and improve our oversight of the accounting and auditing ecosystem,” said SEC Chairman Jay Clayton.
Marc is the ultimate example of a dedicated public servant that has worked tirelessly on behalf of investors and we would like to sincerely thank Marc for his service,” said SEC Chief Accountant Sagar Teotia.
I am extremely proud and humbled by what we have accomplished.”Prior to his appointment as Deputy Chief Accountant, Mr. Panucci served as an Assurance Partner in PricewaterhouseCoopers LLP’s national office where he was responsible for providing consultation and support regarding the implementation, application, and development of auditing policies and standards."
SEC,2020-08-11T09:48:00Z,https://www.sec.gov/news/press-release/2020-179,Sebastian Gomez Abero Named Deputy Director of SEC's Small Business Advocacy Office,"FOR IMMEDIATE RELEASE2020-179The Securities and Exchange Commission today announced that Sebastian Gomez Abero has been named Deputy Director of the SEC's Office of the Advocate for Small Business Capital Formation (OASB).
Mr. Gomez Abero said, ""I am honored to join such a diverse and talented team.
I look forward to joining their ongoing and future efforts to advocate for small businesses and their investors.""
Since July 2018, Mr. Gomez Abero has served as Senior Advisor to Chairman Jay Clayton.
Prior to joining the SEC, Mr. Gomez Abero practiced law at Hogan Lovells, specializing in corporate governance, disclosure, and SEC compliance."
SEC,2020-08-10T08:55:00Z,https://www.sec.gov/news/press-release/2020-178,SEC Charges Interactive Brokers With Repeatedly Failing to File Suspicious Activity Reports,"Firm Will Pay a Total of $38 Million in Penalties to Settle With RegulatorsFOR IMMEDIATE RELEASE2020-178The Securities and Exchange Commission today announced that Interactive Brokers LLC will pay an $11.5 million penalty to settle charges it repeatedly failed to file Suspicious Activity Reports (SARs) for U.S. microcap securities trades it executed on behalf of its customers.
Broker-dealers are required to file SARs for transactions suspected to involve fraud or a lack of an apparent lawful business purpose.
The order finds that Interactive Brokers failed to recognize red flags concerning these transactions, failed to properly investigate suspicious activity as required by its written supervisory procedures, and failed to file SARs in a timely fashion even when suspicious transactions were flagged by compliance personnel.
Without admitting or denying the SEC’s findings, Interactive Brokers agreed to be censured, to cease and desist, and to pay an $11.5 million penalty.
In its settlements with FINRA and the CFTC, Interactive Brokers agreed to retain an independent compliance consultant and to disgorge certain profits in addition to the penalties assessed by those agencies."
SEC,2020-08-06T08:50:00Z,https://www.sec.gov/news/press-release/2020-177,SEC Charges Consumer Loan Company With FCPA Violations,"FOR IMMEDIATE RELEASE2020-177The Securities and Exchange Commission today announced that World Acceptance Corporation, a South Carolina-based consumer loan company, has agreed to pay $21.7 million to resolve charges that it violated the Foreign Corrupt Practices Act (FCPA).
The SEC’s order finds that these bribes were inaccurately recorded in World Acceptance Corporation’s books and records as legitimate business expenses.
Through a lack of adequate internal accounting controls and a culture that undermined its internal audit and compliance functions, World Acceptance Corporation created the perfect environment for illicit activity to occur for nearly a decade,” said Charles E. Cain, Chief of the SEC Enforcement Division’s FCPA Unit.
The SEC’s investigation was conducted by Jennifer T. Calabrese of the FCPA Unit and supervised by Ansu N. Banerjee.
The SEC appreciates the assistance of the U.S. Department of Justice Criminal Division’s Fraud Section, the U.S. Attorney’s Office for the Southern District of New York, and the Federal Bureau of Investigation."
SEC,2020-08-05T16:00:00Z,https://www.sec.gov/news/press-release/2020-176,Lindsay McCord Named Chief Accountant in Division of Corporation Finance,"FOR IMMEDIATE RELEASE2020-176The Securities and Exchange Commission today announced that Lindsay McCord has been named Chief Accountant in the Division of Corporation Finance.
As the Division’s Chief Accountant, Ms. McCord will continue leading these efforts as well as other ongoing initiatives to make disclosure and financial reporting more effective and relevant for investors and issuers.
“I am delighted and grateful that Lindsay has agreed to serve as the Division’s Chief Accountant,” said Bill Hinman, Director of the SEC’s Division of Corporation Finance.
Ms. McCord began her career in the Division by reviewing filings in the Division’s disclosure program.
Prior to joining the Division in 2009, Ms. McCord was an audit manager with Grant Thornton LLP."
SEC,2020-08-05T14:55:00Z,https://www.sec.gov/news/press-release/2020-175,SEC Charges Affiliated Advisers for Misrepresentations About Payment for Order Flow Arrangements,"As part of the settlement, WBI and Millington agreed to pay a combined total of $1 million in penalties.
According to the SEC’s order, WBI and Millington served as advisers to a series of mutual funds and a series of exchange-traded funds, among other clients.
According to the order, Millington and the brokerage firms mutually understood that the adjusted execution prices allowed the brokerage firms to recoup their payments to Millington and generate profits.
Without admitting or denying the findings, WBI and Millington consented to the entry of a cease-and-desist order and censures.
Under the order, WBI will pay a penalty of $750,000, and Millington will pay a penalty of $250,000."
SEC,2020-08-05T13:30:00Z,https://www.sec.gov/news/press-release/2020-174,Enforcement Co-Director Steven Peikin to Depart,"“Under the leadership of Steve Peikin and Stephanie Avakian, our Enforcement Division has increased its efficiency, flexibility, and impact.” said SEC Chairman Jay Clayton.
Focus on Individual AccountabilityA central pillar of Mr. Peikin and Ms. Avakian’s tenure has been holding individuals accountable for wrongdoing.
Prior to joining the SEC in June 2017, Mr. Peikin was Managing Partner of Sullivan & Cromwell LLP’s Criminal Defense and Investigations Group.
From 1996 to 2004, Mr. Peikin served as an Assistant U.S. Attorney in the Southern District of New York.
Mr. Peikin received his bachelor’s degree from Yale University and a law degree from Harvard Law School, both magna cum laude."
SEC,2020-08-05T12:30:00Z,https://www.sec.gov/news/press-release/2020-173,SEC Provides Transparency to the Process of Nominating Candidates to the Investor Advisory Committee,"FOR IMMEDIATE RELEASE2020-173The Securities and Exchange Commission today published procedures setting forth a staff-led process to nominate candidates for appointment to the Investor Advisory Committee.
Candidates for vacancies on the Committee will be identified by a nominating committee composed of staff from across the SEC’s divisions and offices.
The nominating committee will initially be chaired by Robert Marchman, Senior Policy Advisor for Diversity and Inclusion.
The nominating committee will identify candidates based on functional membership categories published on the SEC’s website, and members of the public are encouraged to express their interest in serving on the Committee.
“These procedures bring much needed improvements to the process of appointing members to the Investor Advisory Committee,” said Chairman Jay Clayton."
SEC,2020-08-05T11:28:17Z,https://www.sec.gov/news/press-release/2020-172,SEC Proposes to Improve the Retail Investor Experience through Modernized Fund Shareholder Reports and Disclosures,"Amendments would update and tailor mutual fund and exchange-traded fund disclosures to retail investors’ needsFOR IMMEDIATE RELEASE2020-172The Securities and Exchange Commission today proposed comprehensive modifications to the mutual fund and exchange-traded fund disclosure framework to better serve the needs of retail investors.
Instead of receiving both prospectus updates and shareholder reports, which today can be lengthy and complex, existing investors would receive the streamlined shareholder report.
It would also provide flexibility for open-end funds to make electronic versions of their shareholder reports more user-friendly and interactive.
Tailoring Required Disclosures to Needs of New and Ongoing Fund InvestorsCurrently, open-end fund shareholders generally receive an updated annual prospectus each year.
The proposal would improve open-end fund prospectus risk disclosure by making it clearer and more specifically tailored to a fund."
SEC,2020-08-04T10:30:16Z,https://www.sec.gov/news/press-release/2020-171,SEC Announces New Small Business Capital Formation Advisory Committee Members,"FOR IMMEDIATE RELEASE2020-171At today’s meeting of the Small Business Capital Formation Advisory Committee, the Securities and Exchange Commission announced the appointment of two new members to the Committee:Kesha Cash, Founder and General Partner, Impact America FundSue Washer, President and CEO, Applied Genetic Technologies Corporation (Nasdaq: AGTC)The new members were appointed following the resignations of Terry McNew, former President and CEO of Mastercraft Boat Holdings, and Karen Mills, President of MMP Group Inc.“Kesha and Sue each bring a wealth of expertise and fresh perspectives regarding capital raising for emerging companies, and they will be valuable additions to our outstanding Committee,” said Martha Miller, the SEC’s Advocate for Small Business Capital Formation and Committee Member.
The Committee was established by the SEC Small Business Advocate Act of 2016, and is designed to provide a formal mechanism for the Commission to receive advice and recommendations on Commission rules, regulations, and policy matters relating to small businesses, including smaller public companies.
The Committee meets virtually today, August 4, to focus on how capital markets are serving underrepresented founders.
The meeting takes place from 10 a.m. through 3 p.m.
ET and is webcast live on the Commission’s website."
SEC,2020-08-03T13:00:00Z,https://www.sec.gov/news/press-release/2020-170,Scott A. Thompson Named Associate Regional Director in Philadelphia Office,"FOR IMMEDIATE RELEASE2020-170The Securities and Exchange Commission today announced that Scott A. Thompson has been named Associate Regional Director for enforcement in the Philadelphia Regional Office.
Mr. Thompson succeeds Kelly L. Gibson, who became Regional Director of the SEC’s Philadelphia office in February 2020.
Mr. Thompson joined the SEC as a trial attorney in the Enforcement Division in 2007.
In his new role, Mr. Thompson will oversee the Philadelphia office’s enforcement efforts covering the Mid-Atlantic region.
Scott will be an excellent leader of Philadelphia’s enforcement program.”Mr. Thompson said, “I am honored to have the opportunity to lead the talented members of the enforcement program in the Philadelphia Regional Office."
SEC,2020-07-31T16:30:00Z,https://www.sec.gov/news/press-release/2020-169,Pharmaceutical Company and Former Executives Charged With Misleading Financial Disclosures,"Three former executives – the chief executive officer, chief financial officer, and controller – also agreed to pay penalties to settle charges against them.
According to the SEC’s orders, when announcing certain GAAP and non-GAAP financial measures, Valeant among other things, misstated revenue transactions and included erroneous revenue allocations.
Much of that growth came from sales to Philidor, a mail order pharmacy Valeant helped establish, fund and subsidize.
Valeant ended its ties to Philidor in October 2015 and restated its 2014 financial statements in April 2016, reducing the revenue that was improperly recognized.
The SEC’s order permits Carro to apply for reinstatement after one year."
SEC,2020-07-30T16:05:00Z,https://www.sec.gov/news/press-release/2020-168,SEC Charges Former Georgia State Legislator With Defrauding Investors in Ponzi Scheme,"FOR IMMEDIATE RELEASE2020-168The Securities and Exchange Commission today charged former Georgia state legislator and former member of the Georgia Board of Regents Clarence Dean Alford with defrauding at least 100 investors in his now-bankrupt energy development company, Allied Energy Services LLC.
In 2019, Alford’s alleged scheme collapsed when he failed to make promised interest payments to several investors and then failed to repay the investors’ principal.
“As alleged in our complaint, Alford was a prominent member of the community who misled retail investors for personal gain,” said Justin Jeffries, Associate Regional Director for the SEC’s Atlanta Regional Office.
Staff in the SEC’s Atlanta Regional Office conducted the investigation and will lead the litigation.
The SEC’s Office of Investor Education and Advocacy has issued investor alerts on the red flags of investment fraud."
SEC,2020-07-30T12:55:00Z,https://www.sec.gov/news/press-release/2020-167,SEC Charges CEO and Company With Defrauding First Responders and Others Out of Millions,"The SEC’s complaint alleges that Victor Lee Farias and his company, Integrity Aviation & Leasing (IAL), raised $14 million from investors, promising that they would use the funds to purchase engines and other aircraft parts for leasing to major airlines.
According to the complaint, many of the investors were retirees who, in order to invest their retirement funds, had to withdraw the funds from their retirement accounts and deposit them in newly created self-directed IRA accounts.
The complaint alleges that IAL never purchased any engines and spent only a small portion of investor funds on aircraft parts.
The SEC’s complaint charges Farias and IAL with violating antifraud and securities registration provisions of the federal securities laws.
The SEC’s litigation is being led by Janie Frank and supervised by B. David Fraser."
SEC,2020-07-29T15:45:00Z,https://www.sec.gov/news/press-release/2020-166,Small Business Capital Formation Advisory Committee Aug. 4 Meeting to Focus on How Capital Markets Are Serving Underrepresented Founders,"FOR IMMEDIATE RELEASE2020-166The Securities and Exchange Commission today released the agenda for the Tuesday, Aug. 4 meeting of its Small Business Capital Formation Advisory Committee, which will be hosted via video conference.
The Commission responded to the Committee’s feedback with temporary emergency relief to expedite the offering process for smaller, established companies.
During the meeting the Office of the Advocate for Small Business Capital Formation will share statistics and trends in capital raising across demographic groups, and then the Committee will listen to and learn from founders and investors as they share their perspectives on capital formation.
The webcast will be archived on the Committee’s webpage for later viewing.
Additional information on the Committee, including its members, is available on the Committee’s webpage."
SEC,2020-07-28T11:59:00Z,https://www.sec.gov/news/press-release/2020-165,SEC Announces Creation of the Event and Emerging Risk Examination Team in the Office of Compliance Inspections and Examinations and the Appointment of Adam D. Storch as Associate Director,"FOR IMMEDIATE RELEASE2020-165The Securities and Exchange Commission today announced the creation of the Event and Emerging Risks Examination Team (EERT) in the Office of Compliance Inspections and Examinations (OCIE).
The SEC also announced that Adam D. Storch has been named Associate Director of the EERT.
In this role, Mr. Storch will oversee a dedicated, multidisciplinary team of specialized examiners, industry experts, accountants and quantitative analysts.
Previously, Mr. Storch was a Senior Advisor to the Director of OCIE, where he focused on risk, strategy, and innovation, and led several impactful initiatives to protect investors.
Mr. Storch first joined the Commission as the Managing Executive and Chief Operating Officer of the Division of Enforcement."
SEC,2020-07-28T08:30:55Z,https://www.sec.gov/news/press-release/2020-164,SEC Charges VALIC Financial Advisors with Failing to Disclose Payments to Promote Services to Florida Educators,"VFA Failed to Disclose Payments Made in Exchange for Referral of TeachersVFA is a financial services vendor in nearly every school district in Florida.
VFA (together with VALIC) earned more than $30 million on the products it sold to Florida K-12 teachers during the period covered by the SEC’s order.
“Investment advisers must disclose conflicts between their financial interests and those of their clients,” said Mr. Peikin.
Summary of Settlement TermsThe SEC’s order concerning Florida teachers finds that VFA willfully violated Sections 206(2) and 206(4) of the Investment Advisers Act of 1940 and Rules 206(4)-3 and 206(4)-7 thereunder.
The SEC’s order concerning VFA’s mutual fund fee disclosure practices finds that VFA violated Sections 206(2) and 206(4) of the Investment Advisers Act and Rule 206(4)-7 thereunder."
SEC,2020-07-24T15:00:00Z,https://www.sec.gov/news/press-release/2020-163,Agencies Adopt Final Rule on the Orderly Liquidation of Covered Broker-Dealers under Title II of the Dodd-Frank Act,"The FDIC and SEC developed the final rule in consultation with the Securities Investor Protection Corporation (SIPC).
Among other things, the final rule clarifies how the relevant provisions of SIPA would be incorporated into a Title II proceeding.
Upon the appointment of the FDIC as receiver, the FDIC would appoint SIPC to act as trustee for the broker-dealer.
The treatment of the covered broker-dealer’s qualified financial contracts would be governed in accordance with Title II.
The final rule is substantively identical to the proposed rule published in the Federal Register in 2016."
SEC,2020-07-24T14:05:00Z,https://www.sec.gov/news/press-release/2020-162,SEC Charges Trustify Inc. and Founder in $18.5 Million Offering Fraud,"The SEC’s complaint, filed in federal court in the Eastern District of Virginia, alleges that between 2015 and 2018, Trustify and Boice falsely held Trustify out as a successful startup with lucrative corporate clients, thousands of investigators in its network, and growing revenues.
Boice also allegedly diverted hundreds of thousands of dollars to his purported consulting company GoLean DC LLC.
The Commission also named GoLean and former Trustify executive Jennifer Mellon as relief defendants, seeking the return of proceeds of the fraud to which they had no legitimate claim.
In a parallel action, the U.S. Attorney’s Office for the Eastern District of Virginia and the Fraud Section of the U.S. Department of Justice today announced the filing of criminal charges against Daniel Boice for wire fraud, securities fraud, and money laundering.
The SEC appreciates the assistance of the Fraud Section of the U.S. Department of Justice, the U.S. Attorney’s Office for the Eastern District of Virginia, and the Virginia State Corporation Commission."
SEC,2020-07-22T12:30:01Z,https://www.sec.gov/news/press-release/2020-161,"SEC Adopts Rule Amendments to Provide Investors Using Proxy Voting Advice More Transparent, Accurate and Complete Information","The exemptions are also conditioned on two principles-based requirements designed to ensure that: (1) registrants that are the subject of proxy voting advice have such advice made available to them in a timely manner, and (2) clients of proxy voting advice businesses are provided with an efficient and timely means of becoming aware of any written responses by registrants to proxy voting advice.
These conditions reflect certain observed market practices and are intended to ensure that proxy voting advice clients have access to information that is more transparent, accurate and complete.
The Commission’s amendments are intended to ensure that clients of proxy voting advice businesses receive more transparent, accurate, and complete information on which to make voting decisions, without imposing undue costs or delays that could adversely affect the timely provision of proxy voting advice.
These examples include material information about the proxy voting advice business’s methodology, sources of information, or conflicts of interest.
Supplemental Guidance Regarding Proxy Voting Responsibilities of Investment AdvisersActionThe Commission has also supplemented prior guidance issued to investment advisers regarding their proxy voting responsibilities."
SEC,2020-07-20T18:05:00Z,https://www.sec.gov/news/press-release/2020-160,SEC Charges Silicon Valley Start-Up and CEO With Defrauding Investors,"FOR IMMEDIATE RELEASE2020-160The Securities and Exchange Commission today charged a Mountain View, California-based technology start-up and its chief executive officer with defrauding investors by making false and misleading statements about the company’s finances and sources of revenue.
According to the complaint, Shamim falsely told investors that YouPlus earned millions of dollars in annual revenue and had more than 100 customers, including Fortune 500 companies.
In a parallel action, the U.S. Attorney’s Office for the Northern District of California today announced criminal charges against Shamim.
The litigation against YouPlus and Shamim will be led by John Han and Brent Smyth.
The SEC appreciates the assistance of the U.S. Attorney’s Office for the Northern District of California and the Federal Bureau of Investigation."
SEC,2020-07-20T16:15:03Z,https://www.sec.gov/news/press-release/2020-159,UBS to Pay $10 Million for Violating Rules Which Give Priority To Retail Investors in Municipal Offerings,"The order finds that UBS registered representatives knew or should have known that flippers were not eligible for retail priority.
“Retail order periods are intended to prioritize retail investors’ access to municipal bonds and we will continue to pursue violations that undermine this priority,” said LeeAnn G. Gaunt, Chief of the Division of Enforcement’s Public Finance Abuse Unit.
The SEC previously brought charges of municipal bond offering “flipping” and retail order period abuses in August 2018, in December 2018, in September 2019, and in April 2020.
Both consented to a 12-month limitation on trading negotiated new issue municipal securities.
The SEC previously settled charges against Jerry E. Orellana, a former UBS Executive Director, for submitting retail orders to the underwriting syndicate from certain UBS customers who were flippers."
SEC,2020-07-20T14:49:00Z,https://www.sec.gov/news/press-release/2020-158,SEC Charges Financial Advisor with Fraud for Stealing Millions from Investors,"FOR IMMEDIATE RELEASE2020-158The Securities and Exchange Commission today charged former registered representative and investment adviser Michael Barry Carter with fraud for stealing from brokerage customers and an elderly advisory client.
According to the complaint, to generate some of the funds that he misappropriated, Carter sold securities without customer authorization.
As alleged, Carter employed various methods to conceal his misconduct from his brokerage customers, including diverting account statements to addresses he controlled.
""As alleged in our complaint, Carter instead took advantage of that trust for his personal gain.""
In a parallel action, the U.S. Attorney's Office for the District of Maryland today announced criminal charges against Carter."
SEC,2020-07-17T11:59:00Z,https://www.sec.gov/news/press-release/2020-157,SEC Files Fraud Charges Against Co-Founder of IIG,"The SEC's complaint, filed in federal district court in Manhattan, alleges that, from October 2013, Hu orchestrated multiple frauds on IIG's investment advisory clients.
According to the complaint, Hu grossly overvalued the assets in IIG's flagship hedge fund, resulting in the fund paying inflated fees to IIG.
In addition, through IIG, Hu allegedly sold at least $60 million in fake trade finance loans to other investors and used the proceeds to pay the redemption requests of earlier investors and other liabilities.
The complaint charges Hu with violating the antifraud provisions of the federal securities laws and seeks permanent injunctive relief, disgorgement, and civil penalties.
The SEC previously charged IIG with fraud on Nov. 21, 2019, and revoked IIG's registration as an investment adviser on Nov. 26, 2019."
SEC,2020-07-16T11:28:00Z,https://www.sec.gov/news/press-release/2020-156,"SEC, MSRB, FINRA to Hold Compliance Outreach Program for Municipal Advisors","FOR IMMEDIATE RELEASE2020-156The Securities and Exchange Commission, Municipal Securities Rulemaking Board (MSRB), and Financial Industry Regulatory Authority (FINRA) today announced the opening of registration for a virtual Compliance Outreach Program for Municipal Advisors.
The program will provide municipal market participants an opportunity to hear from SEC, MSRB, and FINRA staff on timely regulatory and compliance matters for municipal advisors.
By participating in events such as this one, FINRA, working closely with the SEC and the MSRB, plays a key role in helping municipal advisors understand and comply with their obligations to municipal issuers.
This is one of the many ways the MSRB receives important feedback from municipal advisors that helps the MSRB in developing tools and resources to facilitate compliance with MSRB rules.”There is no cost to access the program.
For those who cannot attend the live webcast, the program will be archived on the SEC’s Compliance Outreach Program for Municipal Advisors webpage for later viewing."
SEC,2020-07-14T15:15:45Z,https://www.sec.gov/news/press-release/2020-155,SEC Issues $3.8 Million Whistleblower Award,"FOR IMMEDIATE RELEASE2020-155The Securities and Exchange Commission today announced a $3.8 million award to a whistleblower who provided significant information that helped the SEC disrupt an ongoing fraudulent scheme.
“Today’s award underscores the paramount role the SEC’s whistleblower program plays in safeguarding the Main Street investor.
The SEC has awarded approximately $505 million to 87 individuals since issuing its first award in 2012.
Whistleblower awards can range from 10 percent to 30 percent of the money collected when the monetary sanctions exceed $1 million.
For more information about the whistleblower program and how to report a tip, visit SEC.gov/whistleblower."
