Website,Headline,Link,Paragraph,Image URL,Timestamp,Summary,Topic
Compliance Week,ICA launches new certification in corporate governance,https://www.complianceweek.com/grc-announcements/ica-launches-new-certification-in-corporate-governance/29659.article,,,2020-10-27T22:01:00+00:00,"The International Compliance Association (ICA), a leading professional body for the global regulatory and financial crime compliance community, has relaunched its Specialist Certificate in Corporate Governance program.
The course is designed to provide an understanding of the requirements and principles of good corporate governance.
Severe shortcomings in corporate governance are an ongoing issue.
The ICA Specialist Certificate in Corporate Governance is an online course covering effective governance systems and governance roles, the interconnectedness of corporate governance with culture, and the need for defined roles and responsibilities, as well as the digital revolution and its influence on governance.
Those who study the course will develop a sound understanding of the history and ongoing development of corporate governance, the relevance of high-profile corporate failures, current rules, planned changes, and future trends in this space.",Risk Management
Compliance Week,Survey: Machine learning will (eventually) help win the war against financial crime,https://www.complianceweek.com/surveys-and-benchmarking/survey-machine-learning-will-eventually-help-win-the-war-against-financial-crime/29400.article,,,2020-10-27T14:45:00+00:00,"The adoption of machine learning (ML) in fighting financial crime will likely explode as technology solutions become more effective and efficient—driven by work-stream prioritization, product maturity, and refinement of implementation processes.
If large FIs are on the front line in ML adoption, then industry stakeholders are taking up the rearguard.
While large FIs are confident in testing the ML waters, many remain judicious in how much they are willing to spend.
For organizations that have implemented ML to fight financial crime, reducing risk is overwhelmingly the key benefit realized.
Nearly two-thirds (61 percent) of large FIs state their companies have realized the benefit of reducing risk since deploying ML to fight financial crime.",Risk Management
Compliance Week,CPE Webcast: Third-party risk in the era of COVID-19,https://www.complianceweek.com/webcasts/cpe-webcast-third-party-risk-in-the-era-of-covid-19/29366.article,,,2020-10-27T14:00:00+00:00,"View webcast on-demandIn a recent survey by Refinitiv, 62% of respondents agreed that the current economic climate is encouraging organizations to take risks with regard to regulations to win new business.
Moreover, 43% of third-party relationships are not subject to any form of due diligence.
As North America adjusts to the new normal of operating in the wake of the COVID-19 pandemic, we must determine: what does due diligence look like going forward?
This webinar will discuss how companies are making changes to their onboarding processes and supply chain due diligence, and how COVID-19 has shifted priorities and budgets going forward.
What is the impact of COVID-19 on global supply chains?",Risk Management
Compliance Week,Choose your ending: What to do when your systems are hacked and ransom is demanded,https://www.complianceweek.com/cyber-security/choose-your-ending-what-to-do-when-your-systems-are-hacked-and-ransom-is-demanded/29555.article,,,2020-10-26T14:54:00+00:00,"Choose your own ending to this tale about a clinic, a criminal, and coronavirus to learn the risks and rewards of each choice.
Otherwise, the hackers threaten to start posting online some of the medical information they just stole.
This type of ransomware attack is called a crypto attack.
In another kind, a lock attack, hackers simply lock an organization out of one of their online platforms or systems.
Choose wisely … and if you want, reload the page when you’re done and choose a different answer to see the results of each action.",Risk Management
Compliance Week,Compliance lessons from Goldman Sachs’ $2.9B 1MDB settlement,https://www.complianceweek.com/regulatory-enforcement/compliance-lessons-from-goldman-sachs-29b-1mdb-settlement/29638.article,,,2020-10-23T15:05:00+01:00,"The FCA/PRA stake was a fine of £96.6 million (U.S. $126 million) for risk management failures at Goldman Sachs International.
Goldman Sachs Group, however, avoided a guilty plea and instead entered a three-year deferred prosecution agreement with the Justice Department.
Compliance lessons aboundThere are many compliance lessons to garner from Goldman Sachs’ involvement in the 1MDB scandal, as described by enforcement authorities.
Previously, Tim Leissner, the former Southeast Asia chairman and participating managing director of Goldman Sachs, pleaded guilty to conspiring to launder money and to violate the FCPA.
“This has been a long process and we are pleased to be putting these matters behind us,” Goldman Sachs Chairman and CEO David Solomon said in a statement.",Risk Management
Compliance Week,SEC Commissioner Hester Peirce mulling CCO liability framework,https://www.complianceweek.com/regulatory-enforcement/sec-commissioner-hester-peirce-mulling-cco-liability-framework/29637.article,,,2020-10-22T19:37:00+01:00,"Determining chief compliance officer liability has been something of a moving target for the Securities and Exchange Commission in recent years.
SEC Commissioner Hester Peirce is aware of the mixed messages this could cause and is considering taking action to address it.
“A framework detailing which circumstances will cause the Commission to seek personal liability and which circumstances will militate against seeking personal liability would help the compliance community by eliminating uncertainty and inspiring good practices,” Peirce said.
Creating a framework would give the SEC something to refer to in these instances, in addition to providing chief compliance officers a rosier look at the importance of the job and what can be accomplished.
“By providing sufficient detail when we do not charge a compliance officer, we illustrate what doing the job right looks like,” Peirce said.",Risk Management
Compliance Week,NIST guidance tackles how to integrate cyber-security with ERM,https://www.complianceweek.com/cyber-security/nist-guidance-tackles-how-to-integrate-cyber-security-with-erm/29634.article,,,2020-10-22T15:34:00+01:00,"Following this same construct, the guidance goes into significant detail describing each element of a cyber-security risk register and, helpfully, provides a template.
As with all other risks, “cybersecurity risks need to be documented and tracked in cybersecurity risk registers in order to support better management of cybersecurity risks at the enterprise level,” NIST said.
As NIST pointed out, cyber-security risk data often is presented as a “perpetually red heatmap or at such a volume as to be impractical.
“Quantifying cybersecurity risk in dollars and aggregating cybersecurity risks are mostly done in an ad hoc fashion and are not performed with the rigor used for other types of risk.
The NIST guidance further discusses the importance of continuous monitoring and cites the use of key risk indicators (KRIs) as one example.",Risk Management
Compliance Week,CPE Webcast: Empower visibility for an efficient vendor risk program,https://www.complianceweek.com/webcasts/cpe-webcast-empower-visibility-for-an-efficient-vendor-risk-program/29509.article,,,2020-10-22T14:00:00+01:00,"View webcast On-DemandManaging third-party risk for your organization is increasingly becoming more urgent with today’s environmental and geopolitical challenges, business continuity issues and regulatory demands.
You need to obtain greater ROI on your risk management investments.
These are achievable goals, but you must first understand where you stand with vendor risk management and use data to act on it.
Join Compliance Week, ProcessUnity, and RiskRecon for a one-hour webcast at 2:00 pm EST on Thursday, October 22, 2020 and learn the key steps to building a data-driven, best-in-class vendor risk management program.
Speakers:Jon Ehret – Vice President of Strategy & Risk, RiskReconDavid Klein – Senior Director of Product Strategy, ProcessUnity",Risk Management
Compliance Week,CPE Webcast: Lessons from Carnival’s compliance redemption amid COVID-19,https://www.complianceweek.com/webcasts/cpe-webcast-lessons-from-carnivals-compliance-redemption-amid-covid-19/29587.article,,,2020-10-21T18:00:00+01:00,"View Webcast On-DemandCompliance Week is now offering a new way to experience its inaugural case study: “A Tale of Two Storms: Carnival’s Quest for Compliance Redemption Amid the Coronavirus Pandemic.” Join Editor in Chief Dave Lefort and case study author Aly McDevitt in a 1-hour Webcast, where they’ll discuss the bones of the case study as well as the behind-the-scenes making of the product.
From countless conversations with CECO Peter Anderson to visiting the company’s Miami headquarters at the moment Carnival ships were being quarantined as incubators of COVID-19, this Webcast offers an inside look at the rise and refusal to fall of a corporate ethics and compliance team against the backdrop of 2020.",Risk Management
Compliance Week,Berkshire Hathaway fined $4.1M for Iran sanctions violations,https://www.complianceweek.com/sanctions/berkshire-hathaway-fined-41m-for-iran-sanctions-violations/29632.article,,,2020-10-21T16:59:00+01:00,"The U.S. Department of the Treasury’s Office of Foreign Assets Control (OFAC) assessed a $4.1 million fine against Berkshire Hathaway on Tuesday for “egregious” violations of sanctions against Iran committed by a subsidiary in Turkey.
According to OFAC’s enforcement order, Berkshire subsidiary Iscar Kesici Takim Ticareti ve Imalati Limited Sirket (Iscar Turkey) violated U.S. sanctions against Iran 144 times between December 2012 and January 2016.
“OFAC determined that Berkshire voluntarily self-disclosed the apparent violations on behalf of Iscar Turkey, and that the apparent violations constitute an egregious case,” the press release said.
OFAC said its investigation found the sanctions violations were orchestrated by the general manager of Iscar Turkey, who believed U.S. sanctions against Iran would be lifted eventually and wanted to position the company to sell products in Iran when that occurred.
As part of the settlement, Berkshire agreed to implement and maintain sanctions compliance measures for five years.",Risk Management
Compliance Week,"Avoiding the compliance pitfalls of bias, bullying, and blind spots",https://www.complianceweek.com/opinion/avoiding-the-compliance-pitfalls-of-bias-bullying-and-blind-spots/29631.article,,,2020-10-21T16:45:00+01:00,"As compliance professionals we have an important role to play in helping businesses to aspire to and replicate the Apple model.
We must confront and challenge the three Bs: bias, bullying, and blind spots.
If we operate with a bias, conscious or otherwise, we close our minds and consequently suppress thinking and ideas.
We must listen to business colleagues who express frustration with compliance requirements that may hinder their business.
Compliance professionals need to always be looking for blind spots within our businesses, as well as bias and bullying.",Risk Management
Compliance Week,Study: Financial crime compliance costs top $42B in U.S./Canada,https://www.complianceweek.com/aml/study-financial-crime-compliance-costs-top-42b-in-us/canada/29626.article,,,2020-10-21T16:39:00+01:00,"A new study of financial crime compliance costs found spending by American and Canadian financial institutions is up sharply in 2020, driven in part by the coronavirus pandemic.
The True Cost of Financial Crime Compliance Study, released Wednesday and compiled by LexisNexis Risk Solutions, projected the cost of financial crime compliance at $42 billion across U.S. and Canadian financial firms this year.
What American and Canadian financial institutions are paying to combat financial crime still pales in comparison to their counterparts in Europe, who spent $137 billion on financial crime compliance worldwide in 2019, according to another LexisNexis study.
The coronavirus pandemic has increased the complexity of financial crime compliance in a number of ways, said Daniel Wager, vice president of global financial crime compliance strategy at LexisNexis Risk Solutions.
This translated into overtime for hourly employees and salary bumps for executives in financial crime compliance.",Risk Management
Compliance Week,Is human trafficking financial services’ blind spot?,https://www.complianceweek.com/surveys-and-benchmarking/is-human-trafficking-financial-services-blind-spot/29621.article,,,2020-10-20T16:24:00+01:00,"28 percent of respondents claimed financial crimes leading to human trafficking are responsible for significant financial loss to their firms.
75 percent of financial institutions admitted they weren’t confident in identifying human trafficking in customer transactions.
Given the size of the problem, and the reported lack of confidence of some employees in financial institutions to detect and prevent it, is it then fair to say human trafficking specifically is something of a blind spot for those in financial services?
What financial services staff can doFor staff at financial institutions, the obligation to report is of course a legal requirement.
This brings us to the gist of this issue—how do we help financial services professionals spot red flags?",Risk Management
Compliance Week,CPE Webcast: 5 reasons why your compliance program doesn’t meet DOJ guidance,https://www.complianceweek.com/webcasts/cpe-webcast-5-reasons-why-your-compliance-program-doesnt-meet-doj-guidance/29574.article,,,2020-10-20T14:00:00+01:00,"View webcast on-demandIn a world where most compliance solutions claim to be compliant with the latest DOJ guidance, let’s take a closer look at the framework designed for evaluating corporate compliance programs, how that has evolved over the years, and critical questions you should be asking.
Join True Office Learning CEO Neha Gupta to hear the top five misconceptions about a program’s adherence to the guidance.
In this session, we will:Do a quick review of the key shifts in guidanceDeep dive into the practical application to real life programsReview the most common gaps that go unchecked adding liability and avoidable exposure to your organizationMost importantly, we will discuss why the DOJ guidance is only a start to building an ethical and values driven culture within the organization.
Speaker:Neha Gupta, CEO - True Office Learning",Risk Management
Compliance Week,USAA $85M fine for compliance failures lacks justification,https://www.complianceweek.com/opinion/usaa-85m-fine-for-compliance-failures-lacks-justification/29606.article,,,2020-10-16T15:58:00+01:00,"The Office of the Comptroller of the Currency (OCC) recently assessed a hefty $85 million civil penalty against USAA Federal Savings Bank resulting from failures in its compliance risk management program.
But both sides remain curiously tightlipped about the specific consumer law violations that occurred and the extent of harm done.
More noteworthy than the fine is the lack of detail around it, which begs more questions than answers:In what specific ways did USAA fail to implement and maintain “an effective compliance risk management program and an effective IT risk governance program”?
In what specific ways did USAA violate the MLA and SCRA?
USAA insisted its issues “do not reflect an effort to avoid providing benefits and/or protections.” The $85 million OCC penalty suggests the opposite.",Risk Management
Compliance Week,Best practices for M&A cyber-security due diligence in a virtual world,https://www.complianceweek.com/cyber-security/best-practices-for-manda-cyber-security-due-diligence-in-a-virtual-world/29603.article,,,2020-10-15T16:12:00+01:00,"From an M&A perspective, the findings demonstrate the importance of conducting robust cyber-security due diligence prior to, and after, executing a deal.
Each business function plays a critical role as it relates to cyber-security in an M&A deal.
And, most critically, what detection and response capabilities does the seller have in place in the event of a data breach?
What measures do they have in place to effectively respond in the event of a data breach, especially remotely?
That brings about another point: Consider whether the target company has cyber-liability insurance in the event of a data breach.",Risk Management
Compliance Week,SEC ‘pay-to-play’ enforcement surge projected in 2021,https://www.complianceweek.com/risk-management/sec-pay-to-play-enforcement-surge-projected-in-2021/29560.article,,,2020-10-14T19:36:00+01:00,"All that attention, all those choices, and all the emotion will translate into more political donations being made in the run-up to the Nov. 3 election.
EnCap managed investments for public funds in all three states.
As part of those enforcement actions, the firms had to stop accepting management fees for those public investment funds for two years and return any funds they collected.
Two, firms can require all political donations made by the firm or covered employees be approved by someone in management.
Compile a list of all public investment funds the firm manages and ask managers and analysts to alert the compliance department when the firm earns new business from managing public investment funds.",Risk Management
Compliance Week,How Danske is cleaning up after a €200B money laundering scandal,https://www.complianceweek.com/aml/how-danske-is-cleaning-up-after-a-200b-money-laundering-scandal/29595.article,,,2020-10-13T20:38:00+01:00,"What went wrongDanske Bank’s money laundering scandal is widely believed to be the third biggest in the world after Wachovia Bank and Standard Chartered, whose own criminal activities coincidentally started around the same time as those at Danske.
The firm’s resulting “Report on the Non-Resident Portfolio at Danske Bank’s Estonian branch” released in September 2018 made for uncomfortable reading.
Danske received a tip from a whistleblower in 2013 but, despite follow-ups by internal audit and compliance, management failed to take quick and decisive action.
Danske moving forwardSince the scandal, Danske has invested heavily in improving its compliance and risk management functions.
Just how badly Danske will be hit by fines and criminal sanctions in the future over the Estonian money laundering debacle is sheer guesswork.",Risk Management
Compliance Week,DOJ official: ‘Inability to pay’ playing more prominent role in criminal cases,https://www.complianceweek.com/regulatory-enforcement/doj-official-inability-to-pay-playing-more-prominent-role-in-criminal-cases/29592.article,,,2020-10-09T19:27:00+01:00,"Revenue constraints faced by companies due to the coronavirus pandemic are factoring more prominently into settlement discussions with the Department of Justice.
“We certainly have seen arguments raised—claims raised—about ability to pay during the pandemic,” Rabbitt said.
Consistent with its policy, the Criminal Division first will determine a form of resolution—for example, a deferred prosecution agreement, a non-prosecution agreement, or guilty plea.
The DOJ will weigh the policy only if such a request is made, but the burden rests upon the company to demonstrate its inability to pay.
In reaching the settlement, JPMorgan’s commitment to compliance was an important factor in terms of not requiring an independent compliance monitor, Rabbit said.",Risk Management
Compliance Week,OCC fines Morgan Stanley $60M for data inventory risk failures,https://www.complianceweek.com/regulatory-enforcement/occ-fines-morgan-stanley-60m-for-data-inventory-risk-failures/29590.article,,,2020-10-08T20:51:00+01:00,"According to the OCC’s consent order, Morgan Stanley Bank and Morgan Stanley Private Bank failed to maintain an appropriate inventory of the customer data stored on the hardware in a 2016 decommissioning; failed to recognize the potential risks of a data breach during the decommissioning; and failed to properly assess the potential data breach risks incurred by using third-party subcontractors to conduct the decommissioning.
The OCC added Morgan Stanley experienced similar deficiencies in the decommissioning of wide-area application services devices in 2019.
Morgan Stanley notified potentially impacted customers about its 2016 lapses at the OCC’s direction, while voluntarily notifying potentially impacted customers regarding 2019’s deficiencies.
Morgan Stanley “is committed to taking all necessary and appropriate steps to remedy the deficiencies,” the order said.
In a statement, Morgan Stanley said it has “instituted enhanced security procedures, including continuous fraud monitoring, and will continue to strengthen the controls that we have in place to protect our clients’ information.",Risk Management
Compliance Week,"U.S. agencies get nod for using data, smart incentives in enforcement",https://www.complianceweek.com/opinion/us-agencies-get-nod-for-using-data-smart-incentives-in-enforcement/29589.article,,,2020-10-08T17:17:00+01:00,"Nailed ItCFTC: If the government was looking to signal to the business world that it’s getting serious about using data analytics to enhance its enforcement reach, it gave companies nearly a billion reasons to pay attention.
“We could not have brought the JPMorgan case without the data analytics program we have now,” outgoing CFTC Enforcement Director James McDonald told the Wall Street Journal.
The company disclosed this week that it received the notice, which pertains to GE’s legacy insurance portfolio.
Unaddressed, however, is SEC investigations into a $22 billion impairment charge to goodwill and the company’s revenue recognition practices.
While we here at Compliance Week are buoyed by AZ’s optimism that the worldwide coronavirus pandemic will be licked in less than a year, we’re not so pleased their first instinct is to cash in.",Risk Management
Compliance Week,"Citigroup fined $400M for compliance, risk management failures",https://www.complianceweek.com/regulatory-enforcement/citigroup-fined-400m-for-compliance-risk-management-failures/29588.article,,,2020-10-08T15:02:00+01:00,"“For several years, the Bank has failed to implement and maintain an enterprise-wide risk management and compliance risk management program, internal controls, or a data governance program commensurate with the Bank’s size, complexity, and risk profile,” the OCC wrote in its consent order.
The agency also identified a number of “unsafe and unsound” practices in those areas and concluded the bank is not adequately monitoring its compliance with federal banking regulations.
The Federal Reserve also issued a related cease and desist order to Citigroup on Wednesday that addressed many of the same issues.
The committee will also have to produce individual reports: a consent order action plan; a data governance gap analysis report; an enterprise-wide risk management plan; a compliance risk management plan; and analyses of the bank’s capital planning and reporting and internal controls.
Just last month, the Commodity Futures Trading Commission fined three Citibank affiliates $4.5 million for deleting audio files that were under subpoena.",Risk Management
Compliance Week,"CPE Webcast: Maximizing resources across security, risk & audit",https://www.complianceweek.com/webcasts/cpe-webcast-maximizing-resources-across-security-risk-and-audit/29438.article,,,2020-10-08T14:00:00+01:00,"View webcast on-demandAs businesses continue to expand their digital footprint, security professionals are dealing with more data than ever before.
The threat landscape continues grow teams across GRC functions have become highly specialized.
There is a lot of overlap between different initiatives, including security, privacy, and internal governance practices.
How can GRC professionals can best leverage modern applications to share information and realize new efficiencies?
More importantly, how tailored system access can help you streamline manual efforts in budget constrained departments.",Risk Management
Compliance Week,"Mandate COVID-19 vaccines for all employees? Like everything, it’s complicated",https://www.complianceweek.com/risk-management/mandate-covid-19-vaccines-for-all-employees-like-everything-its-complicated/29578.article,,,2020-10-06T17:41:00+01:00,"So you want to mandate that all of your company’s employees get the coronavirus vaccine, once it’s available?
So the first question is, is it legal for an employer to mandate that employees take the coronavirus vaccine?
If an employer wants employees to get the coronavirus vaccine, it is best to strongly recommend it, rather than mandate it, Hartstein said.
Unions can mount another obstacle to the implementation of an employer vaccine mandate.
Some employees may refuse to take a coronavirus vaccine because they don’t believe it will be safe and may attempt to convince other employees to come around to their view.",Risk Management
Compliance Week,Travel service company to pay $6M for violating Cuba sanctions,https://www.complianceweek.com/sanctions/travel-service-company-to-pay-6m-for-violating-cuba-sanctions/29565.article,,,2020-10-02T18:10:00+01:00,"Generali Global Assistance, a travel assistance services company, has agreed to pay approximately $5.9 million for violating U.S. sanctions on Cuba in addition to committing to a series of sanctions compliance commitments, the Treasury Department’s Office of Foreign Assets Control (OFAC) announced Thursday.
GGA provided medical expense claims processing and payment services to support the claims paid to Canadian travelers who were insured under a group policy issued by one of those Canadian insurers.
“GGA codified this referral process in its procedures manual, which provided instructions to GGA employees on how to service Canadian travelers’ policies,” according to the settlement agreement.
Compliance commitmentGGA has committed to maintain for at least five years a sanctions compliance program that’s designed to minimize the risk of recurrence of similar conduct in the future.
Any weakness in its internal controls pertaining to sanctions compliance must be remediated.",Risk Management
Compliance Week,"Former hedge fund CCO fined, suspended for impeding investigation",https://www.complianceweek.com/regulatory-enforcement/former-hedge-fund-cco-fined-suspended-for-impeding-investigation/29557.article,,,2020-10-01T16:49:00+01:00,"The former chief compliance officer of a New York City investment firm who impeded a Securities and Exchange Commission investigation into her employer has been fined $25,000 and suspended from practicing before the SEC for a year.
Meredith Simmons, an attorney employed as the CCO for the unnamed firm from April 2014 to June 2018, withheld documents requested by investigators, the SEC said.
“Simmons’s actions delayed and impeded the Commission staff’s inquiry into the October 2016 Investment,” the SEC complaint said.
In October 2016, the firm recommended its clients invest in a company that was about to be purchased by another company.
She did not substantively document either her evaluation or any other events related to the October 2016 Investment at that time,” the SEC said.",Risk Management
Compliance Week,CPE Webcast: Simplifying ‘Six Degrees of Separation’ for third-party compliance risk,https://www.complianceweek.com/webcasts/cpe-webcast-simplifying-six-degrees-of-separation-for-third-party-compliance-risk/29325.article,,,2020-10-01T14:00:00+01:00,"View webcast on-demandThe long-standing theory of having an average of only six degrees of separation between any two people takes on an interesting twist when considered through a compliance and risk management lens.
As organizations engage with an increasing number of third parties, global business networks have become more complex as well as interconnected.
Despite this increase in complexity, Compliance and Risk leaders may find that it’s now easier to identify the “six degrees of separation” and connect the dots between their organization’s third-party entities.
Join Dun & Bradstreet’s Senior Product Director, Third-Party Risk & Compliance, Paul Westcott as he discusses how:Identifying corporate linkage from a financial crime and compliance risk perspective has improved as a result of increasingly connected and robust data sets as well as enhanced processing power.
Speakers:Paul Westcott, Senior Product Director, Third-Party Risk & Compliance - Dun & BradstreetThomas Cosgrove, Leader Product Management Innovation and Strategy - Dun & Bradstreet",Risk Management
Compliance Week,"ICA, Insurance Institute of East Africa partner on training",https://www.complianceweek.com/grc-announcements/ica-insurance-institute-of-east-africa-partner-on-training/29551.article,,,2020-09-30T19:14:00+01:00,"The International Compliance Association (ICA), a leading professional body for the global regulatory and financial crime compliance community, announced a partnership with the Insurance Institute of East Africa to provide ICA education in financial crime prevention and governance, risk, and compliance in the East African region.
East African jurisdictions Kenya, Tanzania, and Uganda remain particularly vulnerable to money laundering, fraud, and terrorist financing and are among the lowest scoring countries in the 2019 Transparency International Corruption Perceptions Index.
As part of the new partnership between the ICA and the Insurance Institute of East Africa, professionals in the region will now have access to ICA qualifications in a range of key subjects, including compliance, anti-money laundering, managing sanctions risk, and customer due diligence.
“We are pleased to partner with the Insurance Institute of East Africa, combining ICA’s international expertise with their local knowledge to effectively raise compliance standards in the region and help organizations mitigate and detect risk more effectively at their firm,” said ICA President Bill Howarth in a press release.
Both organizations are under the umbrella of Wilmington plc.",Risk Management
Compliance Week,Members-only Webcast: FinCEN leaks—from the inside,https://www.complianceweek.com/webcasts/members-only-webcast-fincen-leaks-from-the-inside/29544.article,,,2020-09-29T20:26:00+01:00,Financial crimes expert Martin Woods and two specialists from the International Compliance Association spend 50 minutes discussing the impact of the “FinCEN Files” story and what it says about the state of AML compliance.,Risk Management
Compliance Week,Citibank affiliates fined $4.5M for deleting subpoenaed audio files,https://www.complianceweek.com/regulatory-enforcement/citibank-affiliates-fined-45m-for-deleting-subpoenaed-audio-files/29533.article,,,2020-09-29T15:24:00+01:00,"The preservation system was Citi’s primary means of ensuring audio recordings were maintained as required by CFTC regulations.
According to the CFTC order, because all the Citi entities relied on Citibank to operate and maintain the audio preservation system, they all violated CFTC Regulation 166.3.
In February 2018, “Citi represented to Division staff that a hold notice had been issued to Citi staff and confirmed that responsive audio recordings would be preserved,” the order stated.
In October 2018, Division staff requested that Citibank produce the responsive audio recordings.
The system deleted more than 2.77 million audio files for 982 users, including recordings that were responsive to the December 2017 subpoena, the CFTC said.",Risk Management
Compliance Week,Volkswagen CCO Kurt Michels: Tips for surviving a monitorship,https://www.complianceweek.com/risk-management/volkswagen-cco-kurt-michels-tips-for-surviving-a-monitorship/29719.article,,,2020-11-12T21:06:00+00:00,"“April 3, 2017, was a very cold, rainy day, and it was my first day working at Volkswagen,” Dr. Kurt Michels began.
This past September, it successfully completed a three-year compliance monitorship headed by former U.S. Deputy Attorney General Larry Thompson.
But where some might have interpreted buckets of rain as a sign of gloom, Michels turned the symbolism on its head.
Michels joined VW in April 2017, and the monitor team began its work one month later.
It’s also important compliance teams take a risk-based approach, especially if working at a big company like VW.",Anti-Corruption
Compliance Week,"More data, more problems with FinCEN international transfer proposal?",https://www.complianceweek.com/opinion/more-data-more-problems-with-fincen-international-transfer-proposal/29715.article,,,2020-11-12T18:10:00+00:00,"The proposal requests a change that will compel firms to report all international wire transfers with a value in excess of $250.
The proposal will present challenges to and demand the additional application of resources from banks.
Systems will need to be reconfigured to enable automated reporting, but this will need to be monitored and audited.
Access to such data, including historic data, will undoubtedly support investigations as well as help to identify and arrest connected parties, thereby frustrating and preventing further terrorist attacks.
This being the case, and there simultaneously being inadequate public sector resources assessing these SARs, a proposal for de minimis reporting would be welcomed.",Anti-Corruption
Compliance Week,Nikola discloses subpoenas over fraud allegations,https://www.complianceweek.com/regulatory-enforcement/nikola-discloses-subpoenas-over-fraud-allegations/29712.article,,,2020-11-11T20:27:00+00:00,"Electric truck startup Nikola disclosed in a regulatory filing Monday it has received subpoenas from the Securities and Exchange Commission and the Department of Justice regarding fraud allegations raised in a short-seller report in early September.
“We believe Nikola is an intricate fraud built on dozens of lies over the course of its Founder and Executive Chairman Trevor Milton’s career,” the Hindenburg report states, alleging that Nikola has made false statements about its technology in order to boost its value.
Milton has since resigned his post as executive chairman and was replaced by former General Motors Vice Chairman Stephen Girsky.
Nikola has vehemently denied the allegations raised in the Hindenburg report, but it wasn’t enough to stop the company’s stock from dropping nearly 50 percent in just over a week.
The company has also had putative five class-action lawsuits filed against it in the wake of the report, according to its regulatory filing.",Anti-Corruption
Compliance Week,"Embattled FirstEnergy parts with legal, ethics chiefs",https://www.complianceweek.com/grapevine/embattled-firstenergy-parts-with-legal-ethics-chiefs/29710.article,,,2020-11-11T18:26:00+00:00,"Embroiled in a federal corruption scandal, FirstEnergy Corp. continued to clean house this week with the firing of SVP and Chief Legal Officer Robert Reffner and VP, General Counsel, and Chief Ethics Officer Ebony Yeboah-Amankwah.
An independent review committee under the board of directors terminated former CEO Charles Jones for violations of the company’s policies and code of conduct.
The bill directs more than $1 billion in state subsidies to nuclear power plants formerly owned by a FirstEnergy subsidiary.
Neither FirstEnergy nor its executives have yet to face charges in the scheme, though federal charging documents allege the company and its affiliates are behind the $60 million bribe.
In addition to the aforementioned departures, the company also terminated its SVP of product development, marketing, and branding and its SVP of external affairs.",Anti-Corruption
Compliance Week,Pfizer facing FCPA probes into China operations,https://www.complianceweek.com/anti-corruption/pfizer-facing-fcpa-probes-into-china-operations/29705.article,,,2020-11-09T20:21:00+00:00,"Pharmaceutical firm Pfizer announced in a recent regulatory filing that it has received requests from the Department of Justice and the Securities and Exchange Commission regarding the company’s operations in China.
In a third-quarter report filed Nov. 5, Pfizer said it “received an informal request” from the Department of Justice’s Foreign Corrupt Practices Act (FCPA) Unit “seeking documents relating to our operations in China” in June 2020.
The firm said it received a similar request from the SEC’s FCPA Unit in August, and that it is “producing records pursuant to these requests.”Pfizer said it is also producing records in response to other informal requests from these agencies’ FCPA Units, which it received in June 2019 (DOJ) and September 2019 (SEC) relating to operations in Russia.",Anti-Corruption
Compliance Week,Julius Baer reserves $80M for FIFA corruption settlement,https://www.complianceweek.com/anti-corruption/julius-baer-reserves-80m-for-fifa-corruption-settlement/29703.article,,,2020-11-09T20:07:00+00:00,"Julius Baer announced Monday it has set aside nearly $80 million in a proposed settlement with the Department of Justice regarding the agency’s corruption investigation linked to world soccer federation FIFA.
Under the terms of the settlement, Julius Baer is also expected to enter a three-year deferred prosecution agreement.
The DOJ launched its investigation in 2015 following allegations of money laundering and corruption involving officials and affiliates of FIFA and associated sports media and marketing companies.
In that investigation, FINMA uncovered several compliance shortcomings at Julius Baer, including lax KYC processes; due diligence failures; transactions that were insufficiently queried; misplaced incentives that encouraged breaches of legal obligations to combat money laundering; and systemic cultural issues.
Julius Baer said it is remediating the shortcomings that were identified.",Anti-Corruption
Compliance Week,VW integrity chief: Culture has changed … and we have stress test to prove it,https://www.complianceweek.com/ethics-and-culture/vw-integrity-chief-culture-has-changed--and-we-have-stress-test-to-prove-it/29701.article,,,2020-11-09T17:38:00+00:00,"Looking back at where Volkswagen was in 2018 when we last spoke, how has the culture changed since then?
Werner: Everyone at Volkswagen understands that obeying rules and regulations and acting with integrity is the No.
Looking at your role on the board, how has the tone at the board level changed since you were appointed?
So overnight, for all of our integrity and compliance initiatives, we had to shift to a virtual format.
Where on the path toward earning back customer trust do you think Volkswagen is?",Anti-Corruption
Compliance Week,Bombardier cooperating with SFO corruption investigation,https://www.complianceweek.com/anti-corruption/bombardier-cooperating-with-sfo-corruption-investigation/29698.article,,,2020-11-06T15:43:00+00:00,"The U.K. Serious Fraud Office (SFO) on Thursday confirmed it is investigating plane maker Bombardier over suspected bribery and corruption in relation to contracts and orders from Indonesian airline carrier Garuda Indonesia.
Satar was sentenced to eight years in prison, and Soedarjo received six.
Therefore, collaboration with other law enforcement institutions from other countries is a must for an effective corruption investigation,” said KPK Chairman Firli Bahuri in a statement at the time.
“No charges have been laid against Bombardier or its employees in connection with this matter,” a Bombardier spokesperson tells Compliance Week.
The EDC first initiated the review of Bombardier in August 2019, following leaked preliminary findings from a World Bank investigation into a 2013 contract Bombardier Transportation had with Azerbaijan Railways.",Anti-Corruption
