category,keyword,date,media,title,summary
violation,disgorgement,"Jun 22, 2020",,Supreme Court Issues Liu Decision on Disgorgement with Important Implications for Section 13(b),"The Supreme Court issued an 8 to 1 decision today in the highly-anticipated case of Liu v. SEC.
The District Court concluded that the disgorgement award was a “reasonable approximation of the profits causally connected to [their] violation,” and the Ninth Circuit affirmed.
It vacated the previous decisions and remanded the case to the District Court to ensure the remedy satisfies these requirements.
Section 13(b) authorizes injunctive relief, while the Securities Act provides more broadly for “equitable relief” in civil actions, and the Supreme Court decision focuses on the definition of this term.
The Court has not yet ruled on the cert petition, and the Solicitor General had previously requested an extension until after the Liu decision."
violation,disgorgement,"Jun 23, 2020",Wall Street Journal,Supreme Court’s Ruling on SEC Disgorgement Could Shrink Whistleblower Awards,"The ruling also emphasized that recovered gains from alleged fraud should go back to investors.
Disgorgement has been a significant driver of the whistleblower awards the agency has issued, said Erika Kelton, a partner and whistleblower attorney at law firm Phillips & Cohen LLP.
Monday’s decision preserved the most important part of the disgorgement remedy and is overall a win for the SEC, said Ms. Kelton.
The disgorgement previously collected by the SEC had been a significant part of the agency’s total monetary remedies.
The Supreme Court in 2017 found that the SEC has only five years to seek disgorgement after illegal conduct occurs."
violation,disgorgement,"Mar 3, 2020",Pensions & Investments,Supreme Court weighs protecting SEC disgorgement authority,"The Supreme Court signaled a willingness Tuesday to preserve in some form the SEC's ability to seek disgorgement of gains related to fraud, particularly if it helps reimburse losses to investors.
The scheme's backers then petitioned the Supreme Court to decide whether disgorgement is the same as a penalty when used to discourage further fraud, and whether the SEC can then use it.
The distinction is important because a June 2017 Supreme Court ruling in Kokesh vs. SEC put a five-year time limit on SEC disgorgement practices, which the justices said were penalties covered under the statute of limitations.
In a joint statement, the senators said Tuesday that congressional action is necessary to affirm the SEC's disgorgement authority.
A Supreme Court decision against the SEC will put ""more money in the pockets of scammers and fraudsters while leaving ripped-off investors holding the bag,"" they said."
violation,disgorgement,"Jun 26, 2020",,Supreme Court Scales Back SEC's Disgorgement Remedy,"The SEC has long obtained disgorgement of profits in federal court, though the securities laws do not explicitly permit that remedy.
A remedy meant to reallocate profits has, at least in the SEC disgorgement context, begun to resemble a penalty.
Liu preserves the SEC’s disgorgement remedy but limits the total award to net profits.
A district court ordered the defendants to return the full amount raised from investors, less $234,899 that remained in corporate accounts.
In an 8-1 decision, the Supreme Court upheld the availability of the SEC’s disgorgement remedy, while limiting district courts’ discretion to order defendants to return an amount in excess of net profits."
violation,disgorgement,"Mar 4, 2020",SCOTUSblog,Argument analysis: Justices seek middle ground on SEC’s right to disgorgement in securities litigation,"The argument yesterday considered the propriety of that last item – the order of disgorgement.
That point came out early on when Justice Samuel Alito asked Rapawy whether his “argument [is] that disgorgement is never possible or that disgorgement has been interpreted too broadly by the courts?
Because the first time you answered it, you said it would be appropriate for a district court to say that.
If the justices can settle on such an outcome, the case well might be decided quite soon.
Recommended Citation: Ronald Mann, Argument analysis: Justices seek middle ground on SEC’s right to disgorgement in securities litigation, SCOTUSblog (Mar."
violation,disgorgement,"Jan 28, 2020",Law.com,Will the SEC Lose Its Teeth?: The Consequences Of Wielding Disgorgement As A Penalty,"LexisNexis® is now the exclusive third party online distributor of the broad collection of current and archived versions of ALM's legal news publications.
LexisNexis® customers will be able to access and use ALM's content by subscribing to the LexisNexis® services via Lexis Advance®.
This includes content from the National Law Journal®, The American Lawyer®, Law Technology News®, The New York Law Journal® and Corporate Counsel®, as well as ALM's other newspapers, directories, legal treatises, published and unpublished court opinions, and other sources of legal information.
ALM's content plays a significant role in your work and research, and now through this alliance LexisNexis® will bring you access to an even more comprehensive collection of legal content.
For questions call 1-877-256-2472 or contact us at [email protected]"
violation,disgorgement,"Mar 5, 2020",Law.com,"After Oral Argument in 'Liu' Case, SCOTUS Poised to Curtail SEC’s Broad Use of Disgorgement","LexisNexis® is now the exclusive third party online distributor of the broad collection of current and archived versions of ALM's legal news publications.
LexisNexis® customers will be able to access and use ALM's content by subscribing to the LexisNexis® services via Lexis Advance®.
This includes content from the National Law Journal®, The American Lawyer®, Law Technology News®, The New York Law Journal® and Corporate Counsel®, as well as ALM's other newspapers, directories, legal treatises, published and unpublished court opinions, and other sources of legal information.
ALM's content plays a significant role in your work and research, and now through this alliance LexisNexis® will bring you access to an even more comprehensive collection of legal content.
For questions call 1-877-256-2472 or contact us at [email protected]"
violation,disgorgement,"Jul 13, 2020",JD Supra,Are Disgorgement Payments to the SEC Tax-Deductible? U.S. Supreme Court’s Decision in Liu v. SEC Complicates the Analysis,"The U.S. Supreme Court’s decision last month in Liu v. SEC raises the question of whether disgorgement payments in SEC enforcement actions should now be deductible for federal income tax purposes.
Liu raises new questions about the deductibility of disgorgement payments.
In the wake of Kokesh, the IRS issued proposed regulations reflecting the view that SEC disgorgement payments amount to non-deductible fines or penalties, rather than restitution.
Proposed regulations such as those under 162(f), which deem SEC disgorgement payments non-deductible penalties, generally do not have the full force and legal effect that final regulations have.
Given the IRS’s previous stance on this issue, taxpayers facing SEC disgorgement should consult their tax advisers and carefully consider the implications of this case."
violation,disgorgement,"Mar 6, 2020",Bloomberg Law,ANALYSIS: Oral Arguments Portend SEC Disgorgement Changes,Log in to access all of your Bloomberg Law productsSingle Sign-On
Government,Division of Enforcement,"May 13, 2020",Columbia University,SEC Enforcement Chief Discusses How the Division Is Responding During the Pandemic,"The disruption and changed work environment has had – and will continue to have – a substantial impact on the activities of the Division of Enforcement.
So this afternoon, I’d like to share with you how the Division of Enforcement is responding during this ongoing crisis.
COVID-19 Enforcement MattersLike our colleagues across the Commission, we in the Division of Enforcement have focused significant time and resources on responding to COVID-related matters.
The Steering Committee is focused on identifying key areas of potential market and investor risk.
[8]The SEC has a process in place that allows anyone adversely affected by a trading suspension to file a petition seeking to terminate the suspension order."
Government,Division of Enforcement,"Aug 25, 2020",Law.com,SEC Division of Enforcement Ramps Up Coronavirus Efforts,"CLE Center Legal Compass Events Webcasts Lawjobs Professional AnnouncementsPremium Subscription With this subscription you will receive unlimited access to high quality, online, on-demand premium content from well-respected faculty in the legal industry.
View NowTeam Accounts Our Team Account subscription service is for legal teams of four or more attorneys.
Each attorney is granted unlimited access to high quality, on-demand premium content from well-respected faculty in the legal industry along with administrative access to easily manage CLE for the entire team.
View NowBundle Subscriptions Gain access to some of the most knowledgeable and experienced attorneys with our 2 bundle options!
Our Compliance bundles are curated by CLE Counselors and include current legal topics and challenges within the industry."
Government,Division of Enforcement,"May 14, 2020",,Priorities of the SEC Division of Enforcement’s Coronavirus Steering Committee,"During his remarks, Mr. Peikin discussed the Division of Enforcement’s Coronavirus Steering Committee which was created with a mandate to “proactively identify and monitor areas of potential misconduct, ensure appropriate allocation of .
The Steering Committee is also communicating with other entities such as state regulators, exchanges, other federal agencies, and SROs to maximize its ability to protect investors.
Co-Director Peikin identified several areas that the Steering Committee is focused on.
Fourth, the Steering Committee is monitoring registrants for COVID-19-related misconduct including failures to honor redemption requests and improper marketing and sale of complex structured products to retail investors.
This transparent discussion of priorities is part of the Division of Enforcement’s efforts to “provide visibility and transparency regarding enforcement initiatives to educate market participants and deter potential wrongdoers.”"
Government,Division of Enforcement,"Mar 26, 2020",,SEC Division of Enforcement Statement on Market Integrity,"Under the leadership of U.S. Securities and Exchange Commission Chairman Jay Clayton, the SEC’s Division of Enforcement has made the protection of Main Street investors its overarching priority.
On March 23, 2020, Division of Enforcement Co-Directors Stephanie Avakian and Steven Peikin issued a statement to financial market participants re-emphasizing the SEC’s commitment to safeguard the integrity of the nation’s financial markets given the market disruption caused by the 2019 coronavirus disease (COVID-19).
In their Statement Regarding Market Integrity (found here: Statement Regarding Market Integrity) Co-Directors Avakian and Peikin reminded market participants – corporate issuers, broker-dealers, investment advisers, and other registrants – of the importance of controlling for the potential receipt and misuse of material nonpublic information (MNPI) in light of the unprecedented market and economic conditions caused by COVID-19.
Safeguarding confidential corporate information is particularly critical given the current work environment where many employees are forced to work remotely, corporate emergencies are hashed out from unsecure locations, and relaxed controls over confidential information could lead to its potential downstream misuse.
In these challenging times, we recommend that market participants heed the Co-Directors’ reminder of the need to comply with the prohibitions on illegal securities trading."
Government,Division of Enforcement,"Aug 5, 2020",Compliance Week,SEC Enforcement Co-Director Steven Peikin to step down,"The co-director of the Securities and Exchange Commission’s Division of Enforcement will step down from his post next week, after three years on the job.
Steven Peikin, who served alongside co-director Stephanie Avakian since joining the SEC in June 2017, will leave the agency on Aug. 14.
During Peikin’s tenure, the SEC obtained judgments and orders totaling over $13.5 billion in disgorgement and penalties and returned more than $3.1 billion to harmed investors, according to an SEC press release.
“Under the leadership of Steve Peikin and Stephanie Avakian, our Enforcement Division has increased its efficiency, flexibility, and impact.” said SEC Chairman Jay Clayton in a statement.
Prior to joining the SEC, Peikin was managing partner of the law firm Sullivan & Cromwell’s Criminal Defense and Investigations group."
Government,Division of Enforcement,2 weeks ago,Compliance Week,CFTC announces record enforcement year—and departure of enforcement head,"On the same day the Commodity Futures Trading Commission (CFTC) celebrated a record-breaking 113 enforcement actions in fiscal year 2020, the agency also announced the impending departure of Enforcement Director James McDonald.
McDonald will leave the Division of Enforcement on Thursday, after more than three years in the director role.
Vincent McGonagle, principal deputy director of the Division of Enforcement, will serve as acting director, the CFTC said.
The CFTC gave no reason for McDonald’s departure, nor did it say what he might do next.
Full details on FY2020 enforcement actions will be available in the division’s annual enforcement report, which will be issued later this year, the CFTC said."
Government,Division of Enforcement,"Aug 19, 2020",,SEC Names Marc P. Berger As Deputy Director Of Enforcement,
Government,Division of Enforcement,1 month ago,Whistleblowers Protection Blog,Director of the SEC’s Division of Enforcement Lauds Success of Whistleblower Program Ahead of Vote on Proposed Changes to the Program,"Ahead of a highly consequential vote on controversial changes to the U.S. Securities and Exchange Commission (SEC) Whistleblower Program, the Co-Director of the SEC’s Division of Enforcement lauded the success of the program and its importance in fighting corporate fraud.
On September 18, Director Stephanie Avakian made a speech entitled “Protecting Everyday Investors and Preserving Market Integrity: The SEC’s Division of Enforcement” at the University of Pennsylvania’s Institute for Law and Economics.
In reference to the SEC’s Whistleblower Program, Director Avakian stated:We are also very proud of the improvements we have made to the Whistleblower Program.
This program is critically important to the SEC and to the Enforcement Division.
Read:Protecting Everyday Investors and Preserving Market Integrity: The SEC’s Division of EnforcementProtect the SEC Whistleblower Program"
Government,Division of Enforcement,"Mar 24, 2020",Washington Post,SEC warns of risk of insider trading during coronavirus market turbulence,"Today’s HeadlinesThe most important news stories of the day, curated by Post editors and delivered every morning.
By signing up you agree to our Terms of Use and Privacy Policy"
Government,Division of Enforcement,3 weeks ago,Compliance Week,Two companies charged in landmark SEC data analytics cases,"A new risk-based data analytics initiative at the Securities and Exchange Commission (SEC) has been credited for forming the basis of charges against two publicly traded companies for improper reporting of quarterly earnings per share (EPS).
Two Interface executives were also fined and suspended from appearing before the SEC.
Bauer can apply for reinstatement after three years, while Lynch can apply for reinstatement after one year.
Fulton settled allegations that it “inaccurately presented its financial performance in late 2016 and early 2017,” the SEC said.
In the enforcement order against Fulton, the SEC said the company misrepresented the economic value of residential mortgage servicing rights to boost its revenue by about $1 million."
Government,Division of Investment Management,2 weeks ago,Reuters,Morgan Stanley to buy Eaton Vance for $7 billion in investment-management push,"FILE PHOTO: The corporate logo of financial firm Morgan Stanley is pictured on a building in San Diego, California, Sept. 24, 2013.
DEALMAKER-IN-CHIEFThe Eaton Vance deal bolsters Gorman’s reputation as a CEO who acquires his way to growth, then finds efficiencies to bolster profits.
The Eaton Vance deal will certainly help with assets, boosting AUM to $1.2 trillion from $665 billion at June 30.
He dismissed the idea that Morgan Stanley had overpaid, saying “you pay quality for quality.”After Eaton Vance, Morgan Stanley is done with deals for awhile, Gorman said.
Morgan Stanley shares rose 1.2% to $49.29 in morning trading, while Eaton Vance shares jumped 47.7% to $60.45."
Government,Division of Investment Management,1 week ago,The National Law Review,"Remarks of Dalia Blass, Director of the SEC’s Division of Investment Management, at the SEC Regulation Think-In 2020 Conference","Tuesday, October 13, 2020Dalia Blass, Director of the SEC’s Division of Investment Management, provided remarks at the SEC’s Regulation Think-In 2020 Conference that was held online on September 16, 2020.
Her remarks focused on international policy, including the Division staff’s collaboration with international organizations and regulators and monitoring of the effects of foreign policy on SEC-regulated entities, particularly in light of the COVID-19 pandemic.
Ms. Blass encouraged asset managers and other industry participants to engage with the Division or their local regulators, citing the benefits of having a wide range of perspectives when the Division staff engages with international regulators.
Ms. Blass concluded by renewing the Division’s request for data and other information concerning how MiFID II’s research provisions are affecting various market participants, stating that more hard data allows the Division staff to better assess policy options.
A transcript of Ms. Blass’s remarks is available here."
Government,Division of Investment Management,"May 19, 2020",,Cowen Healthcare Investments Successfully Raises $493 Million For Third Fund,"NEW YORK, May 19, 2020 (GLOBE NEWSWIRE) -- Cowen Healthcare Investments (“CHI”), a private healthcare investment strategy within the investment management division of Cowen Inc. (NASDAQ:COWN), announced today that it has successfully completed fundraising for Cowen Healthcare Investments III LP (""CHI III"" or the ""Fund"") with $493 million, $93 million above the Fund’s original target.
CHI focuses its investment activity on established companies with outstanding management teams and disruptive approaches to disease that address significant unfulfilled medical needs.
Since 2012 the team has invested in 38 private healthcare companies.
Using Cowen’s powerful platform, we look forward to developing additional investment products that meet our clients’ needs and create long-term value for all of Cowen’s stakeholders.”About CHI:Cowen Healthcare Investments is an investment manager affiliated with Cowen Inc. Cowen Healthcare Investments manages a series of investment funds focused on investing in private healthcare companies across the biopharma, diagnostics and digital health sectors.
About Cowen Inc.Cowen Inc. (“Cowen” or the “Company”) is a diversified financial services firm offering investment banking services, equity and credit research, sales and trading, prime brokerage, global clearing, commission management services and actively managed alternative investment products."
Government,Division of Investment Management,"Apr 24, 2020",Pensions & Investments,SEC launches COVID-19 market monitoring group,"The Securities and Exchange Commission formed a cross-divisional team to monitor the effects of COVID-19 on markets, issuers and investors, the agency said Friday.
The COVID-19 Market Monitoring Group is made up of senior level staff from SEC divisions, including the division of economic and risk analysis, division of trading and narkets, division of investment management, division of corporation finance, office of municipal securities, office of credit ratings and the office of compliance inspections and examinations.
The group will coordinate with other federal financial agencies and bodies, including the President's Working Group on Financial Markets, the Financial Stability Oversight Council and the Financial Stability Board, and assist other regulators and public sector partners.
Chairman Jay Clayton said SEC staff have already been working across divisions for several months to monitor the coronavirus pandemic's effects on markets and investors.
""At the SEC, our monitoring of, and responses to, the effects of COVID-19 on our capital markets often must take into account complexities, interconnections and continually evolving dynamics of our markets,"" he said in a statement."
Government,Division of Investment Management,"Feb 3, 2020",,Guggenheim Investments Launches Easy-to-Use Online Subscription Solution,"This electronic subscription platform will allow mass-affluent investors to more efficiently invest in Guggenheim’s private debt expertise through Guggenheim Credit Income Fund 2019 (GCIF 2019).
This approach to investment management has enabled us to deliver innovative strategies providing diversification opportunities and attractive long-term results.
Guggenheim Investments represents the following affiliated investment management businesses of Guggenheim Partners, LLC: Guggenheim Partners Investment Management, LLC, Security Investors, LLC, Guggenheim Funds Investment Advisors, LLC, Guggenheim Funds Distributors, LLC, Guggenheim Real Estate, LLC, GS GAMMA Advisors, LLC, Guggenheim Partners Europe Limited and Guggenheim Partners India Management.
GCIF is advised by Guggenheim Partners Investment Management, LLC, an affiliate of Guggenheim Partners.
Only a Guggenheim Credit Income Fund 2019 (GCIF 2019) prospectus makes such an offer."
Government,Division of Investment Management,"Jul 14, 2020",The National Law Review,Securities and Exchange Commission Proposes Amendments to Form 13F for Institutional Investment Managers,"Tuesday, July 14, 2020On July 10, 2020, the Securities and Exchange Commission (SEC) announced that it has proposed to amend Form 13F and Rule 13f-1 to increase the reporting threshold for institutional investment managers (managers) and to require managers that are required to file Form 13F under the proposed amendments to provide additional information.
In 1978, the SEC implemented the reporting requirement of Section 13(f) by adopting Rule 13f-1 and Form 13F.
When it was adopted, the $100 million threshold limited the Form 13F filing requirements to the largest institutional investment managers of that time.
The proposed amendments would make certain non-substantive technical amendments to modernize the information reported on Form 13F.
Practice PointsThe proposed amendments, if adopted, would provide regulatory relief for smaller managers and reduce managers’ direct and indirect compliance costs associated with Form 13F."
Government,Division of Investment Management,"Jul 28, 2020",,"Speech: PLI Investment Management Institute, Dalia Blass, SEC Director, Division Of Investment Management, July 28, 2020",
Government,Division of Investment Management,"Jan 16, 2020",JD Supra,"Skadden, Arps, Slate, Meagher & Flom LLP - JDSupra","Alternative Conditions for Certain Leveraged or Inverse Funds: The proposed rule includes a set of alternative conditions for certain leveraged or inverse funds.
The proposed rule includes a set of alternative conditions for certain leveraged or inverse funds.
The proposed rule would apply to all investment advisers registered, or required to be registered, with the SEC.
GuidanceFollowing the amendments to Section 61(a), the SEC staff received inquiries regarding the Condition.
Any comment on the application by the SEC staff would pause the 45-day period."
Government,Division of Investment Management,"Feb 11, 2020",,"Wells Fargo to replace CEO of wealth, investment management unit","Jonathan G. Weiss, CEO of Wells Fargo's wealth and investment management division, will leave his post to take on a new role at the company under a corporate restructuring, the firm said Tuesday.
Mr. Weiss was named CEO of corporate and investment banking, a business line that was part of wholesale banking before the restructuring, a news release said.
Until his replacement is named, Mr. Weiss will continue to serve as interim CEO of the wealth and investment management unit, which includes Wells Fargo Asset Management, Wells Fargo Advisors, The Private Bank and Abbot Downing.
San Francisco-based Wells Fargo, which previously had three business lines, moves to a new model with five, according to the news release.
The consumer bank will be split into consumer-lending and retail-banking units, while the wholesale bank is to be divided into units for commercial banking, and corporate and investment banking."
Government,Division of Investment Management,"May 1, 2020",,Guggenheim Investments Announces May 2020 Closed-End Fund Distributions,"NEW YORK, May 01, 2020 (GLOBE NEWSWIRE) -- Guggenheim Investments today announced that certain closed-end funds have declared their distributions.
About Guggenheim InvestmentsGuggenheim Investments is the global asset management and investment advisory division of Guggenheim Partners, LLC (“Guggenheim”), with $205 billion* in assets under management across fixed income, equity, and alternative strategies.
Guggenheim Investments includes Guggenheim Funds Investment Advisors, LLC (“GFIA”), Guggenheim Partners Investment Management (“GPIM”), and Guggenheim Funds Distributors, LLC (”GFD”).
Guggenheim Investments represents the following affiliated investment management businesses of Guggenheim Partners, LLC: Guggenheim Partners Investment Management, LLC, Security Investors, LLC, Guggenheim Funds Distributors, LLC, Guggenheim Funds Investment Advisors, LLC, Guggenheim Corporate Funding, LLC, Guggenheim Partners Europe Limited, GS GAMMA Advisors, LLC, and Guggenheim Partners India Management.
Some general risks and considerations associated with investing in a closed-end fund may include: Credit Risk; Investment and Market Risk; High Yield/Lower Grade Securities Risk; Equity Securities Risk; Foreign Securities Risk; Interest Rate Risk; Liquidity and Valuation Risk; Derivative Risk; Management Risk; Anti-Takeover Provisions; Market Disruption Risk and Leverage Risk."
Rule,Dodd-Frank Wall Street Reform,"Feb 22, 2020",MarketWatch,Morgan Stanley’s $13 billion E-Trade deal raises questions about ‘too big to fail’,"Morgan Stanley said Thursday that is acquiring discount brokerage E-Trade Financial Corp. in an all-stock deal valued at $13 billion that is the biggest for a major U.S. bank since the 2008 financial crisis.
Morgan Stanley MS, -0.11% will pay 1.0432 of its shares for each E-Trade share US:ETFC, equal to $58.74 based on its closing price Feb. 19.
The deal “will significantly increase the scale and breadth of Morgan Stanley’s Wealth Management franchise, and positions Morgan Stanley to be an industry leader in Wealth Management across all channels and wealth segments,” Morgan Stanley said in a statement.
E-Trade shares soared 23%, while Morgan Stanley shares fell 3.9%.
Morgan Stanley shares have gained 28% in the last 12 months, while the S&P 500 SPX, -0.06% has gained 21%."
Rule,Dodd-Frank Wall Street Reform,"Jul 21, 2020",Pensions & Investments,"10 years in, Dodd-Frank takes on new meaning","Tuesday's 10th anniversary of the signing of the Dodd-Frank Wall Street Reform and Consumer Protection Act is taking on new meaning because of the COVID-19 crisis, said Dennis Kelleher, president and CEO of non-profit watchdog organization Better Markets.
Under Dodd-Frank, non-banks that regulators concluded would threaten the financial system if they collapsed were given a SIFI designation, or systemically important financial institution, by the FSOC.
Four non-banks — Metlife, General Electric Capital, American International Group and Prudential Financial — were given the SIFI label after Dodd-Frank went into effect, but none has it today.
In December 2019, the FSOC approved interpretive guidance making it less likely that a non-bank is given a SIFI designation.
Dodd-Frank also required the Federal Reserve to conduct stress tests on banks."
Rule,Dodd-Frank Wall Street Reform,"Jul 21, 2020",Wall Street Journal,CFTC Chairman Pushes to Finalize Dodd-Frank Rules,"PREVIEWThe effort has caused advocates of stricter regulation to accuse Mr. Tarbert of trying to ram through industry-friendly rules without providing sufficient time for public review.
The version of the rule to be voted on this week differs little from what was publicly released in December, Mr. Tarbert said.
Photo: Jim Young/ReutersMr. Tarbert lauds the section of Dodd-Frank that expanded the CFTC’s authority to regulate the derivatives markets.
“How can you say that a private-equity fund and hedge-fund investment is more risky than a venture-capital fund investment?” Mr. Tarbert said.
“We’re dealing with an industry that has massive amounts of data and is running on algorithms and artificial intelligence,” Mr. Tarbert said."
Rule,Dodd-Frank Wall Street Reform,"Jul 24, 2020",International Financial Law Review,Dodd-Frank: 10 years old; still as relevant as ever,"President Barack Obama signs in the Dodd-Frank Wall Street Reform and Consumer Protection Act in July 2010For more on the rules and regulations introduced under Dodd-Frank, check out our collection of primers.
This Tuesday marked the 10-year anniversary of the signing ceremony of the Dodd-Frank Wall Street Reform and Consumer Protection Act.
See also: Covid-19 shows Dodd-Frank is workingA decade on and these regulations are still as relevant as ever and, despite attempts by the anti-regulatory Trump administration, remain very much intact.
There have been some limited successes, but the core of Wall Street reform remains intact, he said.
""We can't afford to go back to the days of unchecked recklessness and irresponsibility on Wall Street."
Rule,Dodd-Frank Wall Street Reform,"Jul 13, 2020",American Banker,Dodd-Frank at 10: How regulation has (and hasn't) changed since law's passage,"WASHINGTON — The Dodd–Frank Wall Street Reform and Consumer Protection Act became law on July 21, 2010.
The landmark law is still mostly intact 10 years later, but there have been notable revisions to federal bank regulatory policy along the way.
They include a 2018 regulatory relief bill supported by Republicans and some Democrats that eased certain provisions of Dodd-Frank.
The Supreme Court, meanwhile, ruled just last month that the leadership structure of the Consumer Financial Protection Bureau was unconsitutional.
Here is a sampling of regulatory policies that have changed since the passage of Dodd-Frank, as well as how some things have stayed the same."
Rule,Dodd-Frank Wall Street Reform,"Jan 28, 2020",ConnPIRG,Half of CFPB Complaints in 2019 About Credit Reports As House Brings Reforms To Floor,"On Wednesday, 29 January, the full U.S. House is expected to vote on a broad credit reporting reform package, HR3621, the Comprehensive CREDIT Act.
Meanwhile, a PIRG analysis finds that half of all complaints reported into the CFPB's Public Consumer Complaint Database in 2019 concerned credit reporting.
Mistakes lower credit scores and cause consumers to pay more, or be denied credit or insurance or even a job.
Key elements of HR3621 would do the following (Note that the House Financial Services Committee had passed six bills on credit reporting, including (HR3621, originally the Student Borrower Credit Improvement Act).
This is just a partial list of improvements to the credit reporting system that HR3621, the Comprehensive CREDIT Act, would make to help consumers get a better shot at obtaining credit, insurance or employment."
Rule,Dodd-Frank Wall Street Reform,"Jul 23, 2020",American Action Forum,A Decade of Dodd-Frank: The Future of Dodd-Frank,"– The future of what remains of Dodd-Frank will likely be determined by future administrations or financial crises, but the emerging role of fintech in banking is likely to render Dodd-Frank moot by default.
This is the last of several research pieces reviewing the implications of Dodd-Frank a decade after it was passed into law, and focuses on the potential future for Dodd-Frank.
These categories remain the sections of Dodd-Frank that invite the most conversation, and they are likely to be central to future discussions around the role of Dodd-Frank.
Outside of a change of administration, a new financial crisis would also likely spur Congress to action and review of Dodd-Frank.
The OCC’s proposal is contentious, and remains a proposal, but is viewed by many as the inevitable future of banking – a future to which Dodd-Frank would not apply by default."
Rule,Dodd-Frank Wall Street Reform,"Feb 19, 2020",The Hill,Bloomberg reignites Democratic fight over financial crisis,"The ghosts of the 2007 financial crisis are lingering over the Democratic presidential primary, reigniting the battles over Wall Street reform that divided the party more than a decade ago.
Much of the fight is now centered on former New York Mayor Mike Bloomberg, who has steadily risen in the polls.
have ripped Bloomberg for his comments panning tougher financial regulations in the immediate aftermath of the crisis.
“It’s a shame Mike Bloomberg can buy his way into the debate,” Warren tweeted Tuesday in response to Bloomberg qualifying for his first Democratic primary face-off.
Lisa Rice, president and CEO of the National Fair Housing Alliance, called Bloomberg’s proposal a “good first step” toward amending his 2008 claims."
Rule,Dodd-Frank Wall Street Reform,"Jul 20, 2020",State PIRGs,The CFPB was created 10 years ago. We’re still defending its mission.,"On July 21, 2010, then-President Barack Obama signed the Dodd-Frank Wall Street Reform and Consumer Protection Act.
), you are invited to join us tomorrow on Twitter to share why it’s important to you that the CFPB returns to its mission.
- Senator Elizabeth Warren, A Fighting ChanceEd and PIRG co-founded Americans for Financial Reform (AFR), which worked alongside then-Professor Elizabeth Warren.
Shortly after I joined PIRG, Wall Street-funded efforts in Congress to strip the CFPB of its ability to do its job grew, as did our campaign to defend the CFPB against those attacks.
After all, defending the CFPB has always been about defending the mission of the CFPB."
Rule,Dodd-Frank Wall Street Reform,4 days ago,Fence Post,"CFTC finalizes position limits rule, but Democrats oppose it","The vote on the position limits rule was 3-2, with Republican commissioners supporting the rule and the Democrats opposing it.
The position limits issue has been subject to partisan debate for the 10 years since the Dodd-Frank law was passed.
In an opening statement, CFTC Chairman Heath Tarbert went through the long and troubled history of the position limits rule and said “Today, we are removing a cloud that has hung over both the CFTC and the derivatives markets for a decade.
In Dodd Frank, Congress clearly directed the CFTC to set reasonable limits that ensure speculators do not raise prices for consumers.
This final rule ignores Congressional intent and fails to protect our markets.”The American Cotton Shippers Association praised Tarbert for his leadership and the final rule."
Rule,Exchange Act Rule,1 month ago,,"Statement On Procedural Requirements And Resubmission Thresholds Under Exchange Act Rule 14a-8, SEC Commissioner Elad L. Roisman, Sept. 23, 2020",
Rule,Exchange Act Rule,Blog · 1 month ago,Wall Street Journal,SEC Votes to Amend Whistleblower-Award Rules,"The U.S. Securities and Exchange Commission has approved amendments to the rules governing monetary awards made to whistleblowers who voluntarily report potential wrongdoing.
The long-anticipated vote, which clarifies the regulator’s discretion in determining award amounts, could change how the SEC pays out some of its largest whistleblower awards, lawyers representing whistleblowers said.
PREVIEWThe regulator said the new rules would add clarity to its decade-old whistleblower program and bring efficiency and transparency to the award determination process, according to a statement published Wednesday.
The SEC’s whistleblower program was enacted in 2011 as part of the 2010 Dodd-Frank Wall Street Reform and Consumer Protection Act.
The new rules would allow the SEC to streamline the award evaluation process, particularly for certain awards of $5 million or less."
Rule,Exchange Act Rule,1 month ago,Pensions & Investments,"SEC raises shareholder proposal requirements, resubmission thresholds","The Securities and Exchange Commission voted Wednesday to raise the requirements for investors who wish to submit a shareholder proposal and approved higher thresholds for resubmitting shareholder proposals in subsequent years.
The SEC also raised the vote thresholds a proposal must get to be eligible for resubmission.
SEC Chairman Jay Clayton said the amendments will modernize the commission's shareholder proposal regulations to the benefit of all shareholders and public companies.
They do not properly value shareholder proposals or shareholder rights.
""The Eisenhower-era rules on shareholder proposals no longer reflected the needs of 21st-century investors and businesses,"" Mr. Quaadman said in a statement."
Rule,Exchange Act Rule,"Mar 11, 2020",JD Supra,SEC COVID-19 Disclosure Considerations and Exemptive Relief: Some FAQs,"The SEC order also provides conditional relief for delivery of proxy materials to security holders in areas where common carrier delivery has been suspended.
In all cases, the SEC order provides relief only if the filer satisfies the conditions specified in the SEC order, which are described in a later section of this FAQ.
The SEC order does not apply to persons or entities required to file Schedule 13D or amendments to Schedule 13D.
Importantly, the SEC order only provides relief for Exchange Act filings required to be filed from and including March 1, 2020 to April 30, 2020.
As stated above, the SEC order does not apply to Schedule 13D filings or amendments to a previously-filed Schedule 13D."
